Norms: 1.64432e+10 / 1.4789e+12 = 0.0111186
175 0.237105 3.07419e-07
176 0.234802 3.06936e-07
177 0.233651 3.05402e-07
178 0.231768 3.04944e-07
179 0.231144 3.04226e-07
180 0.229107 3.03844e-07
181 0.227074 3.02892e-07
182 0.225855 3.02237e-07
183 0.223786 3.01278e-07
184 0.220632 3.00522e-07
185 0.217157 2.99862e-07
186 0.216563 2.97931e-07
187 0.214897 2.97382e-07
188 0.212352 2.9527e-07
189 0.208672 2.95088e-07
190 0.205148 2.94669e-07
191 0.204381 2.94086e-07
192 0.203534 2.9328e-07
193 0.199912 2.92181e-07
194 0.197357 2.90291e-07
195 0.194106 2.8983e-07
196 0.191799 2.89408e-07
197 0.190611 2.89087e-07
198 0.187902 2.87841e-07
199 0.185949 2.87416e-07
200 0.185243 2.87191e-07
201 0.182136 2.86057e-07
202 0.17968 2.85415e-07
203 0.173914 2.85146e-07
204 0.172989 2.84461e-07
205 0.169948 2.83457e-07
206 0.166642 2.82156e-07
207 0.165312 2.81877e-07
208 0.164221 2.81116e-07
209 0.162978 2.80002e-07
210 0.156289 2.79338e-07
211 0.154826 2.79102e-07
212 0.151673 2.78553e-07
213 0.146455 2.77487e-07
214 0.13829 2.76752e-07
215 0.135855 2.76429e-07
216 0.131855 2.75166e-07
217 0.127807 2.74436e-07
218 0.122666 2.72999e-07
219 0.11812 2.72407e-07
220 0.104896 2.72313e-07
221 0.100966 2.71644e-07
222 0.0951684 2.71425e-07
223 0.0795983 2.69675e-07
224 0.0632201 2.69461e-07
225 0.0569052 2.69067e-07
226 0.0548475 2.68314e-07
227 0.039912 2.67404e-07
228 0.0182882 2.67172e-07
229 0.0175107 2.65954e-07
230 0.0127774 2.6491e-07
231 0.0103764 2.64441e-07
232 0.00722597 2.63594e-07
233 0.00671529 2.62741e-07
234 0.00591071 2.62424e-07
235 0.00500614 2.61017e-07
236 0.00434259 2.60656e-07
237 0.00374865 2.60063e-07
238 0.0033764 2.59527e-07
239 0.00275888 2.59088e-07
240 0.00257803 2.58537e-07
241 0.00243688 2.57985e-07
242 0.00228139 2.57571e-07
243 0.00221544 2.55998e-07
244 0.00196642 2.55691e-07
245 0.0018861 2.54592e-07
246 0.00178548 2.54106e-07
247 0.00168043 2.53143e-07
248 0.00155789 2.52718e-07
249 0.00148679 2.52252e-07
250 0.00135154 2.5168e-07
251 0.00122536 2.50739e-07
252 0.00114689 2.50358e-07
253 0.00107645 2.49477e-07
254 0.000991538 2.48607e-07
255 0.000963708 2.47777e-07
256 0.0009381 2.47452e-07
257 0.000881972 2.46386e-07
258 0.000818763 2.45716e-07
259 0.000779474 2.44498e-07
260 0.000756346 2.44387e-07
261 0.000672036 2.43663e-07
262 0.000642909 2.42802e-07
263 0.000588505 2.42608e-07
264 0.000550899 2.41614e-07
265 0.00050902 2.41309e-07
266 0.000483428 2.40785e-07
267 0.000443753 2.39863e-07
268 0.000403726 2.39536e-07
269 0.00037708 2.38863e-07
270 0.000348702 2.3774e-07
271 0.000310386 2.37496e-07
272 0.000304765 2.36732e-07
273 0.000298249 2.36175e-07
274 0.000267487 2.35703e-07
275 0.000263038 2.34843e-07
276 0.00024745 2.33953e-07
277 0.000224767 2.3356e-07
278 0.000200371 2.32556e-07
279 0.000197083 2.32304e-07
280 0.000166583 2.30437e-07
281 0.000152697 2.2973e-07
282 0.000142099 2.29129e-07
283 0.000140515 2.28186e-07
284 0.000126206 2.27462e-07
285 0.000116535 2.26813e-07
286 0.00010963 2.26032e-07
287 8.49474e-05 2.24972e-07
288 8.16796e-05 2.23901e-07
289 7.60917e-05 2.2246e-07
290 6.69901e-05 2.21497e-07
291 5.09017e-05 2.19782e-07
292 4.635e-05 2.19291e-07
293 4.0673e-05 2.1734e-07
294 3.268e-05 2.15014e-07
295 2.65253e-05 2.14202e-07
296 2.25841e-05 2.13313e-07
297 1.91103e-05 2.10774e-07
298 1.5849e-05 2.09802e-07
299 1.40448e-05 2.08698e-07
300 1.19116e-05 2.08269e-07
301 8.99655e-06 2.05942e-07
302 7.20813e-06 2.02627e-07
303 5.3208e-06 1.9686e-07
304 4.49608e-06 1.87387e-07
Using 70 x 221 intersection svd X Y
Principal cosines (5 projection components)
1 0.999830
2 0.999500
3 0.995096
4 0.970132
5 0.953728
6 0.883860
7 0.858724
8 0.796732
9 0.775528
10 0.745498
11 0.711077
12 0.653850
13 0.626379
14 0.610970
15 0.583648
16 0.573425
17 0.552285
18 0.535275
19 0.526430
20 0.505539
21 0.502135
22 0.493321
23 0.475914
24 0.465230
25 0.457492
26 0.445023
27 0.431578
28 0.427313
29 0.416869
30 0.409277
31 0.393907
32 0.387084
33 0.378307
34 0.377249
35 0.369910
36 0.359950
37 0.348714
38 0.343732
39 0.338142
40 0.336203
41 0.330554
42 0.323724
43 0.317768
44 0.315271
45 0.310436
46 0.306853
47 0.302313
48 0.294402
49 0.291880
50 0.286305
51 0.283323
52 0.280108
53 0.276138
54 0.266632
55 0.263671
56 0.256008
57 0.251695
58 0.249393
59 0.239641
60 0.237500
61 0.233491
62 0.226152
63 0.221155
64 0.209711
65 0.202883
66 0.195697
67 0.186934
68 0.179928
69 0.171574
70 0.156382
