Norms: 1.64432e+10 / 1.4789e+12 = 0.0111186
1 12.0046 13.8543
2 9.64633 8.86487
3 3.27897 4.59233
4 1.99264 1.63881
5 1.75653 1.54978
6 1.62151 1.18205
7 1.46991 1.02019
8 1.10429 0.932473
9 1.08764 0.823341
10 1.05191 0.750636
11 1.0298 0.653306
12 0.965314 0.532251
13 0.945493 0.511417
14 0.935493 0.421362
15 0.916243 0.382683
16 0.903803 0.371022
17 0.872828 0.340482
18 0.870939 0.329003
19 0.831712 0.304454
20 0.800558 0.273924
21 0.793686 0.266569
22 0.777916 0.243663
23 0.763919 0.237682
24 0.735087 0.227872
25 0.7327 0.21701
26 0.727143 0.211016
27 0.722037 0.202351
28 0.714488 0.19504
29 0.696224 0.190255
30 0.690448 0.175307
31 0.670992 0.172989
32 0.662464 0.162581
33 0.655771 0.157269
34 0.648103 0.156402
35 0.646463 0.149505
36 0.637653 0.142433
37 0.629164 0.139422
38 0.620088 0.135102
39 0.614105 0.133811
40 0.610187 0.132419
41 0.599529 0.126667
42 0.597527 0.122421
43 0.593455 0.120065
44 0.588264 0.113273
45 0.582318 0.111488
46 0.575988 0.107559
47 0.57257 0.106171
48 0.56149 0.10386
49 0.557532 0.0984579
50 0.554331 0.0956382
51 0.546958 0.0947616
52 0.541157 0.0906882
53 0.535116 0.0875254
54 0.534715 0.0849887
55 0.531505 0.0831809
56 0.526963 0.0800312
57 0.523955 0.0789684
58 0.51635 0.0743918
59 0.514318 0.071737
60 0.513366 0.0705473
61 0.50903 0.0684797
62 0.504082 0.0661963
63 0.500963 0.0626742
64 0.49686 0.0621841
65 0.495758 0.0579646
66 0.493357 0.0550609
67 0.49194 0.0529495
68 0.487178 0.0498107
69 0.482209 0.0488154
70 0.478494 0.0384308
71 0.472991 6.19123e-06
72 0.466424 4.3883e-06
73 0.462667 2.62677e-06
74 0.460685 2.35984e-06
75 0.456782 1.53897e-06
76 0.452937 1.14257e-06
77 0.450749 1.05115e-06
78 0.448108 8.8844e-07
79 0.446801 8.05021e-07
80 0.444231 7.87843e-07
81 0.438666 7.67417e-07
82 0.436656 7.23807e-07
83 0.433084 6.77943e-07
84 0.429045 6.53061e-07
85 0.426747 6.46078e-07
86 0.426386 6.14963e-07
87 0.422609 6.11594e-07
88 0.419461 5.88941e-07
89 0.41873 5.72227e-07
90 0.415013 5.69027e-07
91 0.412068 5.48528e-07
92 0.410153 5.36039e-07
93 0.405898 5.34075e-07
94 0.40378 5.17588e-07
95 0.402996 5.12798e-07
96 0.400406 5.10414e-07
97 0.39816 4.98612e-07
98 0.396145 4.94966e-07
99 0.393023 4.87705e-07
100 0.389973 4.87414e-07
101 0.388786 4.82087e-07
102 0.385722 4.73841e-07
103 0.379682 4.60771e-07
104 0.376879 4.58099e-07
105 0.374101 4.49016e-07
106 0.373846 4.45844e-07
107 0.369957 4.44622e-07
108 0.368078 4.39089e-07
109 0.366544 4.33353e-07
110 0.363048 4.32277e-07
111 0.361405 4.27742e-07
112 0.359158 4.2334e-07
113 0.357405 4.2172e-07
114 0.355126 4.17289e-07
115 0.353597 4.13261e-07
116 0.352253 4.08777e-07
117 0.351601 4.06411e-07
118 0.348355 4.04298e-07
119 0.346347 4.01334e-07
120 0.341232 3.97306e-07
121 0.340051 3.93629e-07
122 0.338653 3.89979e-07
123 0.337476 3.8593e-07
124 0.335468 3.82102e-07
125 0.331309 3.80004e-07
126 0.329109 3.78039e-07
127 0.327719 3.77266e-07
128 0.324447 3.75964e-07
129 0.324377 3.74419e-07
130 0.320663 3.69872e-07
131 0.317062 3.68783e-07
132 0.316873 3.66838e-07
133 0.314765 3.65932e-07
134 0.313088 3.63573e-07
135 0.310851 3.62535e-07
136 0.309547 3.60113e-07
137 0.30726 3.5875e-07
138 0.305514 3.56602e-07
139 0.304624 3.54244e-07
140 0.300333 3.52622e-07
141 0.299114 3.51749e-07
142 0.29779 3.48177e-07
143 0.296098 3.47798e-07
144 0.294387 3.45791e-07
145 0.29345 3.44287e-07
146 0.290994 3.42844e-07
147 0.288053 3.41866e-07
148 0.286111 3.38727e-07
149 0.285936 3.37734e-07
150 0.28343 3.3615e-07
151 0.280805 3.34604e-07
152 0.278587 3.33439e-07
153 0.276657 3.31329e-07
154 0.273903 3.28439e-07
155 0.271555 3.28215e-07
156 0.269482 3.27592e-07
157 0.268619 3.2641e-07
158 0.267669 3.24061e-07
159 0.26579 3.23197e-07
160 0.263918 3.22527e-07
161 0.262336 3.22113e-07
162 0.260234 3.19903e-07
163 0.257235 3.18523e-07
164 0.256262 3.17898e-07
165 0.255035 3.16461e-07
166 0.252386 3.15654e-07
167 0.251211 3.14795e-07
168 0.249209 3.13195e-07
169 0.247898 3.12601e-07
170 0.246048 3.11812e-07
171 0.245273 3.11384e-07
172 0.243426 3.10137e-07
173 0.241318 3.09245e-07
174 0.239613 3.08017e-07
